# id	versoes_no_jornal (broca-so/conversa/dados/conhecimento.graph.jsonl)
semiotica_peirce_triade_fontes	3
semiotica_peirce_triade_ponte_broca-so	8
semiotica_peirce_triade_referencia	3
semiotica_peirce_triade_relacao_com_hipotese_dougherty	5
semiotica_peirce_triade_semeiosis_e_observador	4
semiotica_peirce_triade_semiotica_triadica_de_charles_sanders_peirce	3
semiotica_peirce_triade_tipos_de_interpretante	7
semiotica_peirce_triade_triade_signo-objeto-interpretante	6
semiotica_triadica_de_charles_sanders_peirce	4
sen_capacidades	4
sensor	4
sensor_e_colapso	11
sensor_transdutor	3
sentido_da_vida	3
separacao_conteudo_forma	2
separacao_de_interesses	3
separacao_de_papeis	3
separacao_poderes	3
sequencia	7
sequencia_pell	8
sequencia_pow_nativa	8
sequencias_cauchy	3
serie_cheiro_gap_gamba	240
serie_harmonica_musical	4
sermao_da_montanha	4
sessao_interativa	10
sete_constantes_si	3
setor_algebrico_descontinuidades_no_fecho	9
setor_x_g2_materia_escura	7
setor_x_g2_muon_alvo_movido	4
sh_posix	3
sha256	67
sha_osso_do_topo	5
shader_fios_shell_paralelo	117
shader_quilez_no_broca	91
sharia	3
shell	3
shell_scripting	4
shift_map_ns_turing	2
shirk	3
shor_grover	3
shu	3
sig_sensoriamento	3
sigma_equivalencia_crown	5
significado_como_invariante	7
significado_como_uso	3
significante_significado	3
signo_linguistico	3
signo_saussure	4
signo_triadico	3
silicio	3
simbiose	2
simbolo_vs_significado	6
simetria_cristalina	4
simetria_custodial_rho	3
simetria_na_arte	4
simetria_por_reta_corpo	31
simondon_concretizacao	3
simondon_cultura_alienacao	3
simulacro_simulacao	5
sinais_de_referencia_nr	3
sinais_e_sistemas	6
sinapse	2
sincronia_diacronia	2
sintagma	3
sintagma_paradigma	2
sintaxe	8
sintese	16
sintese_logica	5
sintese_moderna	3
sistema_autonomo	4
sistema_de_arquivos	3
sistema_de_comunicacao	4
sistema_de_escrita	2
sistema_de_tipos	4
sistema_e_lei_nao_dono	6
sistema_eletrico_potencia	7
sistema_numerico_b	2
sistema_operacional	45
sistema_tempo_real	4
sistema_terra	5
sistemas_de_controle	6
sistemas_distribuidos	6
sistemas_eleitorais_duverger	3
sistemas_embarcados	4
skemp_relacional_instrumental	3
slots_logicos	7
smart_city	5
smart_contract	7
smart_grid	5
snapshot_de_producao_---_26062026	2
snapshot_real_e_estatuto	3
sne_ia_pantheon	3
so10_pati_salam	3
so_a_diferenca_viaja_---_crua	3
so_fractal_broca_os	6
soberania_da_chave	5
soberania_vestfaliana	4
sobrediagnostico	4
sobreviveu	3
sociedade_civil_tocqueville	3
sociedade_em_rede	3
sociedade_espetaculo	4
sociointeracionismo_vygotsky	3
sociolinguistica	2
sociologia	6
socket	6
softmax_maslov	5
software_arte_organismo	6
software_axiomas_e_completude	44
solid	3
solidos_multiplicativos	200
solucao_explicita_ed	56
solucao_explicita_primos_irracionais_ed	55
solucao_geral_e_continua	24
solucao_produto_lahire_ed	48
soma	8
soma_minkowski_dilatacao_boleado	72
soma_produto_lahire_ed	68
soma_velocidades	4
spa	6
spaced_repetition	2
spec_trabalho	6
spin_s_sym_quaternion	6
spindle_archetype_168	3
spirit4	5
split_cu_du_ru	3
sql	12
ssb_sincronizacao_nr	2
sse_pulso_vivo_mecanico	3
sse_push_nao_polling	3
steiner_golay	2
stratum_conexao	3
stratum_difusao_cpu	3
stratum_gpu_scan	3
stratum_hashrate_real	4
stratum_loop_broca	4
stratum_montar_bloco	3
stratum_olho_koch	4
stratum_orquestrador_workers	3
stratum_pthreads	3
su5_georgi_glashow	2
su_n_extensao	2
sub_tsirelson_octonico	3
sublime_kant	5
subshift_do_gap	4
subshift_gap	4
substrato_prtsuv_h	6
sun_tzu_arte_guerra	3
sunyata	5
sunyata_vazio	4
super_tsirelson_22	3
supercapacitor	4
superficie_quadrica_lahire_analitica	125
superinteligencia_alinhamento	5
supersimetria_susy	6
susy_lhc_pressao_split	3
svelte	8
svg	2
swift	4
symbolic_beta	6
symbolic_beta_corrida_live	18
symbolic_beta_gex44	13
symbolic_beta_log_posicao	4
symbolic_beta_multifractal_producao	25
symbolic_beta_pipe_so	66
symbolic_beta_protocolo	56
syscall	20
tabela_de_evidencia_make_koch-cantor-fib	5
tabela_de_morfismos_cross-area	4
tabela_geometrias_espectrais	153
tag_elemento	2
tailwind	6
tall_tres_mundos	4
tamboreamento_ricochetes	115
tao	5
tao_da_matematica	6
taoismo	4
tatica_xadrez	2
tawhid	5
taxa_base_vs_pos-bit	5
taxa_de_decoerencia_e_lyapunov	5
taxa_efetiva_e_comparacao	3
taxonomia_bloom	2
td_gammon	3
te_virtude	2
tecido_gex_floco	3
tecido_mineral_hub	4
tecnica_mate_arabe	3
tecnica_mate_bispo_cavalo	3
tecnica_mate_dama	3
tecnica_mate_dois_bispos	3
tecnica_mate_sufocado	3
tecnica_mate_torre	3
tecnica_mate_ultima_fileira	3
tecnicas_de_mate	5
tecnicas_morfologia_hashimoto	153
tecnopolio	4
tectonica	2
tectonica_placas	2
telemetria	6
telemetria_shadow	3
telemetria_shadow_producao	12
teleonomia	5
teleporte_superdenso	3
telomero_algebrico_e_nucleo_associativo	5
temperamento_igual	6
temperatura_camada_parabola	18
temperatura_e_borda	6
temperatura_volta_wick	6
tempo_aspecto_modo	2
tempo_ortogonal	3
tenfold_way_bulk_boundary	3
tensao_hubble_s8	4
tensoes_sabor_vcb_cabibbo	2
tensor_cayley	3
tensor_mu_torre_corpos	6
tensor_produto_estelar_e_nucleo	6
teologia_quantica_gentil	6
teomatematica	5
teorema_10_p_91_e_a_equacao_22_p_85_assim_anmj_j_an	2
teorema_10_teorema_do_gene_-_i_seja_m_um_natural_arbitrariamente	2
teorema_12_p_99_o_qual_repetimos_teorema_16_teorema_do_gene_-	3
teorema_1_enderecamento_estatico	10
teorema_1_fibonacci_no_parametro_s_empirico_forte	7
teorema_1_formula_do_termo_geral_de_uma_p_am_em_uma_pam_o_n	2
teorema_21_em_uma_p_gm_e_valida_a_seguinte_identidade_a1mj	2
teorema_23_produto_dos_termos_de_uma_p_gm_em_uma_pgm_o_produ	2
teorema_25_as_seguintes_identidades_sao_validas_i_m_f_g_n	2
teorema_26_teorema_do_gene_-_iii_seja_m_um_natural_arbitrariament	2
teorema_28_as_seguintes_identidades_sao_validas_i_m_f_g_n	2
teorema_29_teorema_q_-_p_fundamental_-_i_seja_m_um_natural_arbitr	2
teorema_2_alfabeto_sem_11_na_orbita_koch_estrutural_parcial	5
teorema_2_saltos_estaticos	11
teorema_2_seja_j_um_natural_arbitrariamente_fixado_para_n_j_vale	2
teorema_30_teorema_q_-_p_fundamental_-_ii_seja_m_um_natural_arbit	2
teorema_31_teorema_do_gene_-_iv_seja_m_um_natural_arbitrariamente	3
teorema_32_p_150_ainda_resta_uma_pergunta_quais_tipos_de_seque	5
teorema_38_formula_do_termo_geral_de_uma_pa-2d_na_pa-2d_em_que_o	2
teorema_3_memoria_finita_nomeada	11
teorema_44_soma_dos_termos_de_uma_pg-2d_infinita_em_uma_pg-2d_a_s	2
teorema_47_formula_do_termo_geral_de_uma_pa-3d_na_pa-3d_em_que_o	2
teorema_4_palavras_limitadas	12
teorema_4_produto_cantorfibonacci_conjectura	7
teorema_53_representacao_de_um_inteiro_em_uma_base_b_seja_b_2_um	2
teorema_54_gentil2000_dado_um_inteiro_positivo_n_a_matriz_dada_a	3
teorema_9_linearidade_do_operador_m_o_operador_diferenca_de_ord	2
teorema_cap	4
teorema_de_bayes	8
teorema_de_coase	4
teorema_de_nagarjuna_gentil	5
teorema_de_noether	8
teorema_de_tarski	6
teorema_do_ponto_fixo	9
teorema_dos_numeros_primos	6
teorema_e_prova	3
teorema_esterilidade_dimensao	9
teorema_fundamental_aritmetica	4
teorema_geral_traducao	12
teorema_impossibilidade_arrow	5
teorema_nao_clonagem	2
teorema_universal_residuo_zero	476
teoremas_fundamentais	42
teoria_alivio	6
teoria_ator_rede	5
teoria_celular	2
teoria_cordas_m	5
teoria_critica_tecnologia	5
teoria_da_comunicacao	3
teoria_da_decisao	3
teoria_da_evolucao	4
teoria_da_informacao	5
teoria_da_informacao_shannon	4
teoria_da_probabilidade	4
teoria_das_cores	2
teoria_das_elites	4
teoria_de_galois	10
teoria_de_grupos	5
teoria_do_cultivo	4
teoria_do_prospecto	4
teoria_do_valor	7
teoria_dos_conjuntos	4
teoria_dos_jogos	5
teoria_dos_jogos_evolutiva	3
teoria_dos_numeros	28
teoria_endossimbiotica	3
teoria_gauge_octonica	4
teoria_hipodermica	2
teoria_incongruencia	6
teoria_institucional_dickie	3
teoria_james_lange	6
teoria_literaria	3
teoria_musical	3
teoria_superioridade	6
teorias_aprendizagem	6
terceiro_estado	3
termo_kapitza_ns	3
termodinamica	192
termodinamica_estelar_le_o_rastro	4
termodinamica_reta_mineral	23
territorialidade_sack	4
tese-mae_da_toda_instancia_da_e_determinada_pelo	68
tese_church_turing	11
tesouraria	10
teste_de_turing	6
teste_floxinato_gamba	6
teste_molecula_tiol_gato_n_qubit	252
teste_ordem	84
testes	10
testing_effect	3
tex	2
thc_tiol_propriedades_compartilhadas	244
theorem_atrator_agmthmagm_com_aabab2_media_do	5
theorem_existencia_indecidibilidadethmindecidivel_se	5
theorem_limite_de_evaporacaothmlimite_seja_w_um_crist	5
theorem_linearizacaothmlados_seja_u_t_enumerate_a	5
theorem_nao-escalada_por_atenuacaothmnoesc_para_todo_p	63
theorem_parseval_de_hurwitz_e_por_que_so_hurwitzthmhur	5
theorem_parseval_douradothmparseval_l2_0dtt_l	5
theorem_propagacao_limitadathmbounded_uma_capacidade_em	63
theorem_revogacao_em_cascatathmcascade_revogar_uma_inst	66
theorem_tese-mae_da_thmmae_toda_instancia_da_biblioteca	126
theorem_universalidade_da_thmuniversalidade_qualquer_si	120
thread	13
three_way_handshake	3
throughput_por_etapa	3
tianming	3
tiffany	201
tiffany_artesa	8
tiffany_cabeca_broca	15
tiffany_cabeca_broca_cadeia_ia_no_projecto	6
tiffany_cabeca_broca_contraexemplos	6
tiffany_cabeca_broca_experimentos_reprodutiveis	5
tiffany_cabeca_broca_fontes	5
tiffany_cabeca_broca_o_que_e	6
tiffany_cabeca_broca_pipeline_conversacional	4
tiffany_cabeca_broca_ponte_broca-so	8
tiffany_cabeca_broca_referencia	3
tiffany_cabeca_broca_tiffany_cabeca_conversacional_broca-so	3
tiffany_cabeca_conversacional_broca-so	4
tiffany_colapso_cli	3
tiffany_fala_o_rosto	5
tiffany_home	4
tiffany_index_build	3
tiffany_instancia_do_corpo_estelar	8
tiffany_mem_mmap	3
tiffany_roda_codigo	13
tiffany_search_scan	3
tiffany_segmenta	8
timbre	3
timeout_hierarchy	3
timing_comico	6
tinta85_uma_biblioteca_matematica_de_propagacao_e_atenuacao	123
tipagem_estatica_dinamica	4
tipologia_morfologica	3
tipos_algebricos	6
tipos_de_interpretante	9
tipos_de_registro_5g	2
tipping_points	4
tirar_a_mao_---_o_que_nao	4
tit_for_tat	2
tls	6
tolerancia_a_falhas	11
tolerancia_borda	4
toml	3
tonalidade	5
tonica_e_o_cristal	5
top_assinaturas	13
top_opcodes	11
topico_proeminencia	2
topofilia_lugar_tuan	4
topologia	13
topologia_algebra_geometria	156
topologia_vazia_do_suporte	3
torre_corpos_sinh	7
torre_de_hurwitz_mecanica	4
torre_divisao_unificacao	8
torre_dois_lados_classico_relativistico	402
torre_e_a_dinamica_da_tiffany	7
torre_gentil	4
torre_hurwitz	6
torre_hurwitz_classica_relativistica	42
torre_matricial_coordenada	318
torre_split	3
torre_unificada	38
torres_fisica_por_nivel	14
toryces_e_helyces	8
trabalho	35
traco_distintivo	3
tractatus_figuracao	3
traducao	14
traducao_automatica	3
traducao_como_interpretante	9
traducao_como_transformacao	7
traducao_e_intraduzivel	3
traducao_entre_frameworks	61
traducao_entre_linguagens	60
traducao_estatistica	4
traducao_literal_vs_livre	2
traducao_neural	5
traducao_por_regras	4
tragedia	4
tragedia_dos_comuns	5
trajetoria_onsager	3
transacao_acid	6
transcricao	9
transformacao_linear	164
transformacao_superficies_homeo_cirurgia	15
transformacoes_em_tempo_real	4
transformacoes_estelares	214
transformada_de_fourier	6
transformada_de_laplace	6
transformada_dourada	90
transformada_dourada_espectro_edp	40
transformada_dourada_hurwitz	7
transformada_estelar	6
transformada_lemniscatica	2
transformada_metalica	55
transformada_metalica_fechada_perelman	33
transformada_mineral_7d	7
transformador	9
transformer	3
transicao	16
transicao_epidemiologica	3
transicao_fase_eletrofraca	2
transicao_fase_lambda1	3
transicoes_reta_bai_newton	6
transistor	4
translucido_nijhoff	110
transmissao_de_energia	9
transporte_paralelo_e_bloch_sphere	10
transposicao_didatica	3
transumanismo	4
tratamento_restaura_atrator	5
travessia_wick_m2c	4
treino_atrator_lyapunov	5
tres_bracos_estelar	5
tres_faces_do_poder	5
tres_gunas	4
tres_impossibilidades	5
tres_memorias_mesmo_tecido_tags_distintas	5
tres_tesouros	3
tri_associador_espinorial	4
triade_cia	2
triade_signo-objeto-interpretante	7
triagem_alocacao	4
triangulo_de_pascal	5
triangulo_monster_observador	3
triangulo_unitaridade	3
tricotomia_modular	3
troe_postulado_aureo	4
tudo_deriva_do_invariante	28
tudo_e_arquivo	2
tudo_e_raciocinio_e_raciocinio_e_o_recall_ordenado	3
tupi	2
turbina	6
turing_completude	8
turing_halting_church	3
turing_modelo_e_limites	6
turing_rogozhin_ns	3
turmalina_paraiba_ancora	13
two_step_flow	4
typescript	6
uch_observatory_archive	3
ula_da_broca_arquitetura_minima	7
ula_por_componente	3
ultimo_teorema_de_fermat	4
ultra_realismo_gema	120
um_contrato_de_ponta_a_ponta	3
uma_maquina_duas_faces	3
uma_maquina_nao_duas	41
umberto_eco	2
umma	3
uniao_nao_intersecao_compor_grants_com_intersecao_seria_u	63
unidade_hiperimaginaria	3
unidade_taoista	3
unidades_algebricas_pu	6
unificacao_eletrofraca_gws	4
unificacao_seis_inducoes	5
unificacao_torohelice	3
unificacao_torohelice_ginzburg	10
universais_linguisticos	3
universalidade_da_qualquer_sistema_cuja_autoridade_satisf	129
universalidade_reconexao	2
universidade_curriculo_em_camadas	5
universo_e_extent_fixe_um_universo_x_uma_c_e_um_predicad	64
universo_vacuo_quantico_gentil	5
unix	3
unix_vs_windows	4
urbanizacao	2
usina_eletrica	6
usina_eolica	6
usina_hidreletrica	6
usina_nuclear	8
usina_solar	4
usina_termeletrica	6
uso	4
usos_e_gratificacoes	4
utilidade_esperada	2
utilidade_marginal	4
utilitarismo	7
utilizacao_e_borda	5
vale_do_ferro	2
validacao_benchmarks_fase_3	2
validacao_coletiva_por_n-qubits	4
validacao_de_negocios_braco_orthogonal	3
validacao_hipotese_h_ressonancia	4
validacao_n_qubits	4
validacao_numerica	3
validacao_tecnica	2
valor	37
valor_da_informacao	2
valor_das_pecas	2
valor_de_shapley	2
valor_diferencial	3
valor_do_jogo_von_neumann	5
valor_trabalho	5
van_hiele_niveis	3
vanguarda_autonomia	5
vantagem_competitiva	2
vantagem_quantica_contestada	2
variavel_de_ambiente	4
vazio_util	4
vedanta	4
vehicle_to_grid	5
veiculo_autonomo	5
verdade_por_refutacao_gentil	7
veredito_e_honestidade	10
veredito_experimental	9
verificacao_empirica	4
verificacao_ouro_total	4
verificacao_por_metodo_os_n-qubits_como_generalizacao	4
verificacao_prata_parcial	5
verilog	2
verso_e_metrica	3
verticalidades_horizontalidades	3
vetores	8
vhdl	2
vibracao_e_colapso_dois_tempos	5
vida	201
vida-morte	64
vida_artificial	4
vida_matematica	4
vies_algoritmico	3
vinculo_e0_minisuperspace	5
violacao_bell	3
violacao_cp_k_b_barions	2
viralidade_memes	5
virtu_fortuna	5
virtualizacao	17
virtualizacao_por_dtr	5
visao_transmissiva_ritual_carey	4
vishvarupa	4
visualizacao	5
visualizacoes	6
vita_contemplativa	4
vitruvio_triade	4
vocabulario_canonico	17
volante_de_inercia	6
volume_matrizes_3d	360
von_neumann_programa_armazenado	6
von_neumann_wigner	3
von_thunen	3
vontade_de_poder	4
voxelizador_cristalografico	130
voz_fonte_filtro_modos	10
vqe_ansatz_algebrico	4
vue	6
vulnerabilidade_exploit	2
websocket	3
wheeler_dewitt	4
while	7
wifi_802_11	6
wigner_eficacia	2
wiles_selberg	24
wilhelm_steinitz	2
wimps_candidato	2
windows	2
wolfenstein_hierarquia_ckm	2
word	8
word_espectral	4
word_m_geral_fastpath_2x2	29
wu_ming	3
wu_wei	6
wysiwyg_vs_marcacao	2
xadrez	3
xadrez_bai	6
xadrez_mineral	12
xeque_mate	28
xiao	3
xml	2
xue_aprendizado	3
yaml	4
yang_mills_mass_gap_milenio	3
yi_retidao	3
yin_yang	3
yin_yang_quantico	3
ym_pow_mining	7
zeckendorf	8
zhengming	5
zhong_yong	3
zig	6
ziran	3
zona_desenvolvimento_proximal	2
zonas_climaticas	2
zsh	3
zustand	3
zwicky_coma_dunkle_materie	2
